dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg068.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:21:29.000+00:00,2022-07-17T09:21:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg069.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:21:39.000+00:00,2022-07-17T09:21:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg069.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:21:39.000+00:00,2022-07-17T09:21:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg069.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:21:39.000+00:00,2022-07-17T09:21:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg070.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:21:49.000+00:00,2022-07-17T09:21:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg070.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:21:49.000+00:00,2022-07-17T09:21:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg071.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:21:59.000+00:00,2022-07-17T09:22:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg071.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:21:59.000+00:00,2022-07-17T09:22:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg072.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:22:09.000+00:00,2022-07-17T09:22:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg072.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:09.000+00:00,2022-07-17T09:22:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg072.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:09.000+00:00,2022-07-17T09:22:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg073.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:22:19.000+00:00,2022-07-17T09:22:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg073.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:19.000+00:00,2022-07-17T09:22:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg073.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:19.000+00:00,2022-07-17T09:22:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg074.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:29.000+00:00,2022-07-17T09:22:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg074.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:29.000+00:00,2022-07-17T09:22:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg075.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:22:39.000+00:00,2022-07-17T09:22:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg075.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:39.000+00:00,2022-07-17T09:22:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg075.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:39.000+00:00,2022-07-17T09:22:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg076.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:22:49.000+00:00,2022-07-17T09:22:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg076.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:49.000+00:00,2022-07-17T09:22:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg076.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:49.000+00:00,2022-07-17T09:22:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg077.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:22:59.000+00:00,2022-07-17T09:23:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg077.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:22:59.000+00:00,2022-07-17T09:23:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg077.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:22:59.000+00:00,2022-07-17T09:23:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg078.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:09.000+00:00,2022-07-17T09:23:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg079.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:19.000+00:00,2022-07-17T09:23:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg080.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:23:29.000+00:00,2022-07-17T09:23:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg080.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:29.000+00:00,2022-07-17T09:23:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg081.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:23:39.000+00:00,2022-07-17T09:23:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg081.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:39.000+00:00,2022-07-17T09:23:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg082.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:23:49.000+00:00,2022-07-17T09:23:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg082.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:23:49.000+00:00,2022-07-17T09:23:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg082.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:49.000+00:00,2022-07-17T09:23:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg083.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:23:59.000+00:00,2022-07-17T09:24:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg083.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:23:59.000+00:00,2022-07-17T09:24:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg083.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:23:59.000+00:00,2022-07-17T09:24:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg084.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:09.000+00:00,2022-07-17T09:24:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg084.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:09.000+00:00,2022-07-17T09:24:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg084.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:09.000+00:00,2022-07-17T09:24:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg085.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:19.000+00:00,2022-07-17T09:24:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg085.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:19.000+00:00,2022-07-17T09:24:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg085.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:19.000+00:00,2022-07-17T09:24:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg086.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:29.000+00:00,2022-07-17T09:24:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg086.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:29.000+00:00,2022-07-17T09:24:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg086.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:29.000+00:00,2022-07-17T09:24:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg087.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:39.000+00:00,2022-07-17T09:24:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg087.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:39.000+00:00,2022-07-17T09:24:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg087.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:39.000+00:00,2022-07-17T09:24:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg088.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:49.000+00:00,2022-07-17T09:24:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg088.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:49.000+00:00,2022-07-17T09:24:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg088.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:49.000+00:00,2022-07-17T09:24:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg089.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:24:59.000+00:00,2022-07-17T09:25:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg089.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:24:59.000+00:00,2022-07-17T09:25:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg089.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:24:59.000+00:00,2022-07-17T09:25:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg090.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:09.000+00:00,2022-07-17T09:25:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg090.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:09.000+00:00,2022-07-17T09:25:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg090.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:09.000+00:00,2022-07-17T09:25:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg091.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:19.000+00:00,2022-07-17T09:25:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg091.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:19.000+00:00,2022-07-17T09:25:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg091.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:19.000+00:00,2022-07-17T09:25:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg092.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:29.000+00:00,2022-07-17T09:25:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg092.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:29.000+00:00,2022-07-17T09:25:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg092.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:29.000+00:00,2022-07-17T09:25:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg093.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:39.000+00:00,2022-07-17T09:25:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg093.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:39.000+00:00,2022-07-17T09:25:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg093.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:39.000+00:00,2022-07-17T09:25:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg094.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:49.000+00:00,2022-07-17T09:25:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg094.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:49.000+00:00,2022-07-17T09:25:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg094.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:49.000+00:00,2022-07-17T09:25:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg095.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:25:59.000+00:00,2022-07-17T09:26:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg095.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:25:59.000+00:00,2022-07-17T09:26:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg095.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:25:59.000+00:00,2022-07-17T09:26:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg096.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:09.000+00:00,2022-07-17T09:26:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg096.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:09.000+00:00,2022-07-17T09:26:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg096.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:09.000+00:00,2022-07-17T09:26:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg097.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:19.000+00:00,2022-07-17T09:26:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg097.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:19.000+00:00,2022-07-17T09:26:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg097.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:19.000+00:00,2022-07-17T09:26:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg098.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:29.000+00:00,2022-07-17T09:26:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg098.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:29.000+00:00,2022-07-17T09:26:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg098.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:29.000+00:00,2022-07-17T09:26:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg099.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:39.000+00:00,2022-07-17T09:26:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg099.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:39.000+00:00,2022-07-17T09:26:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg099.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:39.000+00:00,2022-07-17T09:26:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg100.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:49.000+00:00,2022-07-17T09:26:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg100.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:49.000+00:00,2022-07-17T09:26:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg100.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:49.000+00:00,2022-07-17T09:26:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg101.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:26:59.000+00:00,2022-07-17T09:27:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg101.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:26:59.000+00:00,2022-07-17T09:27:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg101.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:26:59.000+00:00,2022-07-17T09:27:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg102.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:09.000+00:00,2022-07-17T09:27:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg102.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:09.000+00:00,2022-07-17T09:27:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg102.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:09.000+00:00,2022-07-17T09:27:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg103.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:19.000+00:00,2022-07-17T09:27:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg103.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:19.000+00:00,2022-07-17T09:27:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg103.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:19.000+00:00,2022-07-17T09:27:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg104.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:29.000+00:00,2022-07-17T09:27:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg104.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:29.000+00:00,2022-07-17T09:27:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg104.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:29.000+00:00,2022-07-17T09:27:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg105.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:39.000+00:00,2022-07-17T09:27:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg105.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:39.000+00:00,2022-07-17T09:27:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg105.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:39.000+00:00,2022-07-17T09:27:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg106.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:49.000+00:00,2022-07-17T09:27:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg106.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:49.000+00:00,2022-07-17T09:27:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg106.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:49.000+00:00,2022-07-17T09:27:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg107.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:27:59.000+00:00,2022-07-17T09:28:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg107.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:27:59.000+00:00,2022-07-17T09:28:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg107.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:27:59.000+00:00,2022-07-17T09:28:09.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg108.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:09.000+00:00,2022-07-17T09:28:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg108.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:28:09.000+00:00,2022-07-17T09:28:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg108.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:28:09.000+00:00,2022-07-17T09:28:19.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg109.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:19.000+00:00,2022-07-17T09:28:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg109.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:28:19.000+00:00,2022-07-17T09:28:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg109.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:28:19.000+00:00,2022-07-17T09:28:29.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg110.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:29.000+00:00,2022-07-17T09:28:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg110.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:28:29.000+00:00,2022-07-17T09:28:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg110.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:28:29.000+00:00,2022-07-17T09:28:39.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg111.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:39.000+00:00,2022-07-17T09:28:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg111.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:28:39.000+00:00,2022-07-17T09:28:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg111.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:28:39.000+00:00,2022-07-17T09:28:49.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg112.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:49.000+00:00,2022-07-17T09:28:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg112.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T09:28:49.000+00:00,2022-07-17T09:28:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg112.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T09:28:49.000+00:00,2022-07-17T09:28:59.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_09-10-09_seg113.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T09:28:59.000+00:00,2022-07-17T09:29:09.000+00:00
