dataset,filename,result_id,is_update_of_id,start_time,end_time,start_frequency,end_frequency,annotation,annotator,annotator_expertise,start_datetime,end_datetime,is_box,type,confidence_indicator_label,confidence_indicator_level,comments,signal_quality,signal_start_frequency,signal_end_frequency,signal_relative_max_frequency_count,signal_relative_min_frequency_count,signal_has_harmonics,signal_trend,signal_steps_count,created_at_phase
NEAMS,2020_05_02_11_00_00_000000+0000.wav,502605,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-02T11:00:00.000+00:00,2020-05-02T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_02_11_00_00_000000+0000.wav,502606,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-02T11:00:00.000+00:00,2020-05-02T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_02_11_00_00_000000+0000.wav,502607,,2446.75754471673,2916.50776140572,44.0,68.0,Australian pygmy blue whale song,lleboul,,2020-05-02T11:40:46.757+00:00,2020-05-02T11:48:36.507+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502608,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-05-03T01:00:00.000+00:00,2020-05-03T02:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502609,,11.7721219762036,629.028445354976,2.0,100.0,Airgun,lleboul,,2020-05-03T01:00:11.772+00:00,2020-05-03T01:10:29.028+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502610,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T01:00:00.000+00:00,2020-05-03T02:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502611,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-03T01:00:00.000+00:00,2020-05-03T02:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502612,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T01:00:00.000+00:00,2020-05-03T02:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_01_00_00_000000+0000.wav,502613,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T01:00:00.000+00:00,2020-05-03T02:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_05_00_00_000000+0000.wav,502614,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-03T05:00:00.000+00:00,2020-05-03T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_05_00_00_000000+0000.wav,502615,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T05:00:00.000+00:00,2020-05-03T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_05_00_00_000000+0000.wav,502616,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T05:00:00.000+00:00,2020-05-03T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_05_00_00_000000+0000.wav,502617,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T05:00:00.000+00:00,2020-05-03T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_07_00_00_000000+0000.wav,502618,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T07:00:00.000+00:00,2020-05-03T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_07_00_00_000000+0000.wav,502619,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T07:00:00.000+00:00,2020-05-03T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_07_00_00_000000+0000.wav,502620,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T07:00:00.000+00:00,2020-05-03T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_09_00_00_000000+0000.wav,502621,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T09:00:00.000+00:00,2020-05-03T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_09_00_00_000000+0000.wav,502622,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-03T09:00:00.000+00:00,2020-05-03T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_09_00_00_000000+0000.wav,502623,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T09:00:00.000+00:00,2020-05-03T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_09_00_00_000000+0000.wav,502624,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T09:00:00.000+00:00,2020-05-03T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_10_00_00_000000+0000.wav,502625,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T10:00:00.000+00:00,2020-05-03T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_10_00_00_000000+0000.wav,502626,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-03T10:00:00.000+00:00,2020-05-03T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_10_00_00_000000+0000.wav,502627,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T10:00:00.000+00:00,2020-05-03T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_10_00_00_000000+0000.wav,502628,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T10:00:00.000+00:00,2020-05-03T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_14_00_00_000000+0000.wav,502629,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-03T14:00:00.000+00:00,2020-05-03T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_14_00_00_000000+0000.wav,502630,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-03T14:00:00.000+00:00,2020-05-03T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_14_00_00_000000+0000.wav,502631,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T14:00:00.000+00:00,2020-05-03T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_14_00_00_000000+0000.wav,502632,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T14:00:00.000+00:00,2020-05-03T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_19_00_00_000000+0000.wav,502633,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-03T19:00:00.000+00:00,2020-05-03T20:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_03_19_00_00_000000+0000.wav,502634,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-03T19:00:00.000+00:00,2020-05-03T20:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_07_00_00_000000+0000.wav,502635,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-04T07:00:00.000+00:00,2020-05-04T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_07_00_00_000000+0000.wav,502636,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-04T07:00:00.000+00:00,2020-05-04T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_07_00_00_000000+0000.wav,502637,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-04T07:00:00.000+00:00,2020-05-04T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_14_00_00_000000+0000.wav,502638,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-04T14:00:00.000+00:00,2020-05-04T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_14_00_00_000000+0000.wav,502639,,91.1984871168545,3556.45733196754,47.0,71.0,Australian pygmy blue whale song,lleboul,,2020-05-04T14:01:31.198+00:00,2020-05-04T14:59:16.457+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_14_00_00_000000+0000.wav,502640,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-04T14:00:00.000+00:00,2020-05-04T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_14_00_00_000000+0000.wav,502641,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-04T14:00:00.000+00:00,2020-05-04T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_14_00_00_000000+0000.wav,502642,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-05-04T14:00:00.000+00:00,2020-05-04T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_18_00_00_000000+0000.wav,502643,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-04T18:00:00.000+00:00,2020-05-04T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_18_00_00_000000+0000.wav,502644,,0.425498384682058,3588.2278780238,46.0,69.0,Australian pygmy blue whale song,lleboul,,2020-05-04T18:00:00.425+00:00,2020-05-04T18:59:48.227+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_18_00_00_000000+0000.wav,502645,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-04T18:00:00.000+00:00,2020-05-04T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_04_18_00_00_000000+0000.wav,502646,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-04T18:00:00.000+00:00,2020-05-04T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_13_00_00_000000+0000.wav,502647,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-05T13:00:00.000+00:00,2020-05-05T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_13_00_00_000000+0000.wav,502648,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-05T13:00:00.000+00:00,2020-05-05T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_13_00_00_000000+0000.wav,502661,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-05T13:00:00.000+00:00,2020-05-05T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_13_00_00_000000+0000.wav,502662,,2.69482310298637,3579.15057915058,48.0,70.0,Australian pygmy blue whale song,lleboul,,2020-05-05T13:00:02.694+00:00,2020-05-05T13:59:39.150+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502651,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-05T14:00:00.000+00:00,2020-05-05T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502652,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-05T14:00:00.000+00:00,2020-05-05T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502659,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-05T14:00:00.000+00:00,2020-05-05T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502660,,0.0,3574.61192971397,49.0,71.0,Australian pygmy blue whale song,lleboul,,2020-05-05T14:00:00.000+00:00,2020-05-05T14:59:34.611+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502669,,0.0,3600.0,0.0,100.0,LF 8 sec pulse,lleboul,,2020-05-05T14:00:00.000+00:00,2020-05-05T15:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502670,,973.75305334489,1107.64321172484,38.0,55.0,LF 8 sec pulse,lleboul,,2020-05-05T14:16:13.753+00:00,2020-05-05T14:18:27.643+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_14_00_00_000000+0000.wav,502671,,828.516271373414,914.750610668978,39.0,57.0,LF 8 sec pulse,lleboul,,2020-05-05T14:13:48.516+00:00,2020-05-05T14:15:14.750+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502653,,0.0,3600.0,0.0,100.0,LF 8 sec pulse,lleboul,,2020-05-05T15:00:00.000+00:00,2020-05-05T16:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502654,,2810.77141281223,2940.12292175557,36.0,59.0,LF 8 sec pulse,lleboul,,2020-05-05T15:46:50.771+00:00,2020-05-05T15:49:00.122+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502655,,3299.81088960681,3467.74091876133,36.0,57.0,LF 8 sec pulse,lleboul,,2020-05-05T15:54:59.810+00:00,2020-05-05T15:57:47.740+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502656,,3513.12741312741,3582.34181703569,36.0,58.0,LF 8 sec pulse,lleboul,,2020-05-05T15:58:33.127+00:00,2020-05-05T15:59:42.341+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502657,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-05T15:00:00.000+00:00,2020-05-05T16:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_15_00_00_000000+0000.wav,502658,,29.9267197226381,3570.07328027736,46.0,70.0,Australian pygmy blue whale song,lleboul,,2020-05-05T15:00:29.926+00:00,2020-05-05T15:59:30.073+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502663,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-05T16:00:00.000+00:00,2020-05-05T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502664,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-05T16:00:00.000+00:00,2020-05-05T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502665,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-05T16:00:00.000+00:00,2020-05-05T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502666,,0.0,3600.0,0.0,100.0,LF 8 sec pulse,lleboul,,2020-05-05T16:00:00.000+00:00,2020-05-05T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502667,,0.0,83.0431014104483,37.0,56.0,LF 8 sec pulse,lleboul,,2020-05-05T16:00:00.000+00:00,2020-05-05T16:01:23.043+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_05_16_00_00_000000+0000.wav,502668,,392.805925458987,536.90804507131,34.0,56.0,LF 8 sec pulse,lleboul,,2020-05-05T16:06:32.805+00:00,2020-05-05T16:08:56.908+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_06_06_00_00_000000+0000.wav,502672,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-06T06:00:00.000+00:00,2020-05-06T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_06_06_00_00_000000+0000.wav,502673,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-06T06:00:00.000+00:00,2020-05-06T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_06_06_00_00_000000+0000.wav,502674,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-05-06T06:00:00.000+00:00,2020-05-06T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502675,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-07T23:00:00.000+00:00,2020-05-08T00:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502676,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-07T23:00:00.000+00:00,2020-05-08T00:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502677,,0.0,3600.0,0.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:00:00.000+00:00,2020-05-08T00:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502678,,1491.37183831061,2183.51587739343,13.0,29.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:24:51.371+00:00,2020-05-07T23:36:23.515+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502679,,604.065873453629,1409.67614845166,14.0,30.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:10:04.065+00:00,2020-05-07T23:23:29.676+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502680,,0.0,504.215585848239,14.0,29.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:00:00.000+00:00,2020-05-07T23:08:24.215+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502681,,2256.13426837917,2918.77708612403,13.0,31.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:37:36.134+00:00,2020-05-07T23:48:38.777+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_07_23_00_00_000000+0000.wav,502682,,2986.85682767315,3290.94633992593,14.0,31.0,Fin whale 20 Hz,lleboul,,2020-05-07T23:49:46.856+00:00,2020-05-07T23:54:50.946+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502684,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-08T09:00:00.000+00:00,2020-05-08T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502685,,0.0,3600.0,0.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:00:00.000+00:00,2020-05-08T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502686,,77.5825388070286,3600.0,4.0,48.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:01:17.582+00:00,2020-05-08T10:00:00.000+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502687,,93.4678118351588,903.616736269797,85.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:01:33.467+00:00,2020-05-08T09:15:03.616+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502688,,994.38972500197,1883.96501457726,85.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:16:34.389+00:00,2020-05-08T09:31:23.965+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502689,,2317.40603577338,2905.1611378142,86.0,99.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:38:37.406+00:00,2020-05-08T09:48:25.161+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_09_00_00_000000+0000.wav,502690,,3020.89669844772,3585.95855330549,84.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T09:50:20.896+00:00,2020-05-08T09:59:45.958+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502691,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-08T10:00:00.000+00:00,2020-05-08T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502692,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-08T10:00:00.000+00:00,2020-05-08T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502693,,0.0,3600.0,0.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:00:00.000+00:00,2020-05-08T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502694,,0.0,581.372626270585,13.0,29.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:00:00.000+00:00,2020-05-08T10:09:41.372+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502695,,642.644393664802,3585.95855330549,13.0,33.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:10:42.644+00:00,2020-05-08T10:59:45.958+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502696,,610.873847608541,1761.42147978883,88.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:10:10.873+00:00,2020-05-08T10:29:21.421+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502697,,0.0,488.330312820109,87.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:00:00.000+00:00,2020-05-08T10:08:08.330+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_08_10_00_00_000000+0000.wav,502698,,1820.42392246474,2233.44102119612,90.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-08T10:30:20.423+00:00,2020-05-08T10:37:13.441+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502699,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-05-09T16:00:00.000+00:00,2020-05-09T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502700,,0.0,3600.0,0.0,100.0,Fin whale chorus,lleboul,,2020-05-09T16:00:00.000+00:00,2020-05-09T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502701,,0.0,3600.0,0.0,100.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:00:00.000+00:00,2020-05-09T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502702,,835.536994720668,1023.89094633993,13.0,31.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:13:55.536+00:00,2020-05-09T16:17:03.890+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502703,,0.0,383.94137577811,11.0,32.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:00:00.000+00:00,2020-05-09T16:06:23.941+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502704,,397.557324087936,622.220471200063,10.0,33.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:06:37.557+00:00,2020-05-09T16:10:22.220+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502705,,663.068316129541,815.113072255929,12.0,32.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:11:03.068+00:00,2020-05-09T16:13:35.113+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502706,,1144.16515641005,1532.21968324009,14.0,32.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:19:04.165+00:00,2020-05-09T16:25:32.219+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502707,,1586.68347647939,2462.64281774486,13.0,32.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:26:26.683+00:00,2020-05-09T16:41:02.642+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502708,,2941.47033330707,3270.52241746119,13.0,33.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:49:01.470+00:00,2020-05-09T16:54:30.522+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502709,,3311.37026239067,3599.14900323064,13.0,32.0,Fin whale 20 Hz,lleboul,,2020-05-09T16:55:11.370+00:00,2020-05-09T16:59:59.149+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502710,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale song,lleboul,,2020-05-09T16:00:00.000+00:00,2020-05-09T17:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_05_09_16_00_00_000000+0000.wav,502711,,2428.60294697029,3023.16602316602,38.0,70.0,Australian pygmy blue whale song,lleboul,,2020-05-09T16:40:28.602+00:00,2020-05-09T16:50:23.166+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
