dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime,is_box
dataset1,2022-07-07T10-44-33_000.wav,7.40485383342526,10.0,281.25,70453.125,click,annotator2,2022-07-07T10:44:40.404+02:00,2022-07-07T10:44:43.000+02:00,1
dataset1,2022-07-07T10-44-40_000.wav,7.67512410369553,10.0,24328.125,62156.25,click,annotator1,2022-07-07T10:44:40.675+02:00,2022-07-07T10:44:43.000+02:00,1
dataset1,2022-07-07T10-44-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:44:43.000+02:00,2022-07-07T10:44:53.000+02:00,0
dataset1,2022-07-07T10-44-43_000.wav,0,3.2680639823497,1125.0,72000.0,click,annotator2,2022-07-07T10:44:43.000+02:00,2022-07-07T10:44:46.268+02:00,1
dataset1,2022-07-07T10-44-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:44:43.000+02:00,2022-07-07T10:44:53.000+02:00,0
dataset1,2022-07-07T10-44-43_000.wav,5.9707666850524,8.04467733039162,0,70593.75,click,annotator2,2022-07-07T10:44:48.970+02:00,2022-07-07T10:44:51.044+02:00,1
dataset1,2022-07-07T10-44-49_000.wav,6.09762824048538,8.1715388858246,34453.125,69328.125,click,annotator1,2022-07-07T10:44:49.097+02:00,2022-07-07T10:44:51.171+02:00,1
dataset1,2022-07-07T10-45-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:45:13.000+02:00,2022-07-07T10:45:23.000+02:00,0
dataset1,2022-07-07T10-45-13_000.wav,0,2.82129067843354,2109.375,72000.0,click,annotator2,2022-07-07T10:45:13.000+02:00,2022-07-07T10:45:15.821+02:00,1
dataset1,2022-07-07T10-45-13_000.wav,3.5107556536128,10.0,0,71156.25,click,annotator2,2022-07-07T10:45:16.510+02:00,2022-07-07T10:45:23.000+02:00,1
dataset1,2022-07-07T10-45-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:45:23.000+02:00,2022-07-07T10:45:33.000+02:00,0
dataset1,2022-07-07T10-45-23_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:45:23.000+02:00,2022-07-07T10:45:33.000+02:00,0
dataset1,2022-07-07T10-45-25_000.wav,2.47380033094319,9.78212906784335,29671.875,59625.0,click,annotator1,2022-07-07T10:45:25.473+02:00,2022-07-07T10:45:32.782+02:00,1
dataset1,2022-07-07T10-45-23_000.wav,2.76061776061776,10.0,1828.125,72000.0,click,annotator2,2022-07-07T10:45:25.760+02:00,2022-07-07T10:45:33.000+02:00,1
dataset1,2022-07-07T10-47-03_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:47:03.000+02:00,2022-07-07T10:47:13.000+02:00,0
dataset1,2022-07-07T10-47-03_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:47:03.000+02:00,2022-07-07T10:47:13.000+02:00,0
dataset1,2022-07-07T10-47-09_000.wav,6.36789851075565,7.44897959183673,10828.125,66656.25,buzz,annotator1,2022-07-07T10:47:09.367+02:00,2022-07-07T10:47:10.448+02:00,1
dataset1,2022-07-07T10-47-03_000.wav,6.52785438499724,6.93601765030336,9843.75,68906.25,buzz,annotator2,2022-07-07T10:47:09.527+02:00,2022-07-07T10:47:09.936+02:00,1
dataset1,2022-07-07T10-47-10_000.wav,7.93987865416437,8.76723662437948,6750.0,54562.5,buzz,annotator1,2022-07-07T10:47:10.939+02:00,2022-07-07T10:47:11.767+02:00,1
dataset1,2022-07-07T10-47-03_000.wav,8.21014892443464,8.6900165471594,7171.875,66093.75,buzz,annotator2,2022-07-07T10:47:11.210+02:00,2022-07-07T10:47:11.690+02:00,1
dataset1,2022-07-07T10-47-03_000.wav,8.84997242140099,9.48979591836735,6890.625,68343.75,buzz,annotator2,2022-07-07T10:47:11.849+02:00,2022-07-07T10:47:12.489+02:00,1
dataset1,2022-07-07T10-47-11_000.wav,8.87203530060673,9.48428019856591,7875.0,65953.125,buzz,annotator1,2022-07-07T10:47:11.872+02:00,2022-07-07T10:47:12.484+02:00,1
dataset1,2022-07-07T10-47-13_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:47:13.000+02:00,2022-07-07T10:47:23.000+02:00,0
dataset1,2022-07-07T10-47-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:47:13.000+02:00,2022-07-07T10:47:23.000+02:00,0
dataset1,2022-07-07T10-47-13_000.wav,0,3.17429674572532,3375.0,72000.0,click,annotator2,2022-07-07T10:47:13.000+02:00,2022-07-07T10:47:16.174+02:00,1
dataset1,2022-07-07T10-47-13_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:47:13.000+02:00,2022-07-07T10:47:23.000+02:00,0
dataset1,2022-07-07T10-47-13_000.wav,1.62437948152234,2.25317153888582,4500.0,72000.0,buzz,annotator2,2022-07-07T10:47:14.624+02:00,2022-07-07T10:47:15.253+02:00,1
dataset1,2022-07-07T10-47-14_000.wav,1.64644236072807,2.25868725868726,8015.625,66656.25,buzz,annotator1,2022-07-07T10:47:14.646+02:00,2022-07-07T10:47:15.258+02:00,1
dataset1,2022-07-07T10-47-13_000.wav,8.49145063430778,9.72145615002758,0,70593.75,click,annotator2,2022-07-07T10:47:21.491+02:00,2022-07-07T10:47:22.721+02:00,1
dataset1,2022-07-07T10-47-23_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:47:23.000+02:00,2022-07-07T10:47:33.000+02:00,0
dataset1,2022-07-07T10-47-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:47:23.000+02:00,2022-07-07T10:47:33.000+02:00,0
dataset1,2022-07-07T10-47-23_000.wav,0,1.569222283508,4921.875,72000.0,click,annotator2,2022-07-07T10:47:23.000+02:00,2022-07-07T10:47:24.569+02:00,1
dataset1,2022-07-07T10-47-23_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:47:23.000+02:00,2022-07-07T10:47:33.000+02:00,0
dataset1,2022-07-07T10-47-29_000.wav,6.68781025923883,7.426916712631,8437.5,54703.125,buzz,annotator1,2022-07-07T10:47:29.687+02:00,2022-07-07T10:47:30.426+02:00,1
dataset1,2022-07-07T10-47-23_000.wav,6.77606177606178,7.29453943739658,5343.75,67500.0,buzz,annotator2,2022-07-07T10:47:29.776+02:00,2022-07-07T10:47:30.294+02:00,1
dataset1,2022-07-07T10-47-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:47:33.000+02:00,2022-07-07T10:47:43.000+02:00,0
dataset1,2022-07-07T10-47-33_000.wav,3.60452289023718,9.142305570877,0,70875.0,click,annotator2,2022-07-07T10:47:36.604+02:00,2022-07-07T10:47:42.142+02:00,1
dataset1,2022-07-07T10-49-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:49:03.000+02:00,2022-07-07T10:49:13.000+02:00,0
dataset1,2022-07-07T10-49-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:49:03.000+02:00,2022-07-07T10:49:13.000+02:00,0
dataset1,2022-07-07T10-49-10_000.wav,7.93436293436293,10.0,18562.5,64406.25,click,annotator1,2022-07-07T10:49:10.934+02:00,2022-07-07T10:49:13.000+02:00,1
dataset1,2022-07-07T10-49-03_000.wav,7.99503585217871,10.0,0,72000.0,click,annotator2,2022-07-07T10:49:10.995+02:00,2022-07-07T10:49:13.000+02:00,1
dataset1,2022-07-07T10-49-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:49:13.000+02:00,2022-07-07T10:49:23.000+02:00,0
dataset1,2022-07-07T10-49-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:49:13.000+02:00,2022-07-07T10:49:23.000+02:00,0
dataset1,2022-07-07T10-49-13_000.wav,0,5.96525096525096,20390.625,70593.75,click,annotator1,2022-07-07T10:49:13.000+02:00,2022-07-07T10:49:18.965+02:00,1
dataset1,2022-07-07T10-49-13_000.wav,0.273028130170987,7.23938223938224,4921.875,72000.0,click,annotator2,2022-07-07T10:49:13.273+02:00,2022-07-07T10:49:20.239+02:00,1
dataset1,2022-07-07T10-49-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:49:23.000+02:00,2022-07-07T10:49:33.000+02:00,0
dataset1,2022-07-07T10-49-23_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:49:23.000+02:00,2022-07-07T10:49:33.000+02:00,0
dataset1,2022-07-07T10-49-23_000.wav,0.28957528957529,8.11638168781026,16593.75,59625.0,click,annotator1,2022-07-07T10:49:23.289+02:00,2022-07-07T10:49:31.116+02:00,1
dataset1,2022-07-07T10-49-23_000.wav,0.394373965802537,5.47986762272477,3093.75,72000.0,click,annotator2,2022-07-07T10:49:23.394+02:00,2022-07-07T10:49:28.479+02:00,1
dataset1,2022-07-07T10-49-23_000.wav,6.64920022062879,8.26530612244898,0,71437.5,click,annotator2,2022-07-07T10:49:29.649+02:00,2022-07-07T10:49:31.265+02:00,1
dataset1,2022-07-07T10-49-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:49:33.000+02:00,2022-07-07T10:49:43.000+02:00,0
dataset1,2022-07-07T10-49-33_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:49:33.000+02:00,2022-07-07T10:49:43.000+02:00,0
dataset1,2022-07-07T10-49-33_000.wav,0.0523993381136238,4.19470490899062,17296.875,54421.875,click,annotator1,2022-07-07T10:49:33.052+02:00,2022-07-07T10:49:37.194+02:00,1
dataset1,2022-07-07T10-49-33_000.wav,1.92774407060121,3.96304467733039,3796.875,72000.0,click,annotator2,2022-07-07T10:49:34.927+02:00,2022-07-07T10:49:36.963+02:00,1
dataset1,2022-07-07T10-49-40_000.wav,7.32211803640375,10.0,24328.125,57375.0,click,annotator1,2022-07-07T10:49:40.322+02:00,2022-07-07T10:49:43.000+02:00,1
dataset1,2022-07-07T10-49-33_000.wav,8.03364589078875,10.0,0,70453.125,click,annotator2,2022-07-07T10:49:41.033+02:00,2022-07-07T10:49:43.000+02:00,1
dataset1,2022-07-07T10-49-43_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:49:43.000+02:00,2022-07-07T10:49:53.000+02:00,0
dataset1,2022-07-07T10-49-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:49:43.000+02:00,2022-07-07T10:49:53.000+02:00,0
dataset1,2022-07-07T10-49-43_000.wav,0,8.46938775510204,1828.125,72000.0,click,annotator2,2022-07-07T10:49:43.000+02:00,2022-07-07T10:49:51.469+02:00,1
dataset1,2022-07-07T10-49-43_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:49:43.000+02:00,2022-07-07T10:49:53.000+02:00,0
dataset1,2022-07-07T10-49-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:49:43.000+02:00,2022-07-07T10:49:53.000+02:00,0
dataset1,2022-07-07T10-49-43_000.wav,0.107556536127965,4.59735245449531,16593.75,57796.875,click,annotator1,2022-07-07T10:49:43.107+02:00,2022-07-07T10:49:47.597+02:00,1
dataset1,2022-07-07T10-49-47_000.wav,4.33259790402647,5.76668505239934,18000.0,67078.125,buzz,annotator1,2022-07-07T10:49:47.332+02:00,2022-07-07T10:49:48.766+02:00,1
dataset1,2022-07-07T10-49-43_000.wav,4.71318257032543,5.39713182570325,24609.375,69750.0,buzz,annotator2,2022-07-07T10:49:47.713+02:00,2022-07-07T10:49:48.397+02:00,1
dataset1,2022-07-07T10-50-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:50:13.000+02:00,2022-07-07T10:50:23.000+02:00,0
dataset1,2022-07-07T10-50-13_000.wav,7.11252068394925,9.00441257584115,0,72000.0,click,annotator2,2022-07-07T10:50:20.112+02:00,2022-07-07T10:50:22.004+02:00,1
dataset1,2022-07-07T10-50-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:50:23.000+02:00,2022-07-07T10:50:33.000+02:00,0
dataset1,2022-07-07T10-50-23_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:50:23.000+02:00,2022-07-07T10:50:33.000+02:00,0
dataset1,2022-07-07T10-50-24_000.wav,1.41478212906784,10.0,30937.5,40640.625,click,annotator1,2022-07-07T10:50:24.414+02:00,2022-07-07T10:50:33.000+02:00,1
dataset1,2022-07-07T10-50-23_000.wav,8.44180915609487,9.56150027578599,0,70453.125,click,annotator2,2022-07-07T10:50:31.441+02:00,2022-07-07T10:50:32.561+02:00,1
dataset1,2022-07-07T10-50-43_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:50:43.000+02:00,2022-07-07T10:50:53.000+02:00,0
dataset1,2022-07-07T10-50-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:50:43.000+02:00,2022-07-07T10:50:53.000+02:00,0
dataset1,2022-07-07T10-50-43_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:50:43.000+02:00,2022-07-07T10:50:53.000+02:00,0
dataset1,2022-07-07T10-50-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:50:43.000+02:00,2022-07-07T10:50:53.000+02:00,0
dataset1,2022-07-07T10-50-43_000.wav,3.20739106453392,7.81853281853282,0,71156.25,click,annotator2,2022-07-07T10:50:46.207+02:00,2022-07-07T10:50:50.818+02:00,1
dataset1,2022-07-07T10-50-47_000.wav,4.61941533370105,5.5184776613348,9281.25,57937.5,buzz,annotator1,2022-07-07T10:50:47.619+02:00,2022-07-07T10:50:48.518+02:00,1
dataset1,2022-07-07T10-50-43_000.wav,4.92277992277992,5.35852178709322,5343.75,69468.75,buzz,annotator2,2022-07-07T10:50:47.922+02:00,2022-07-07T10:50:48.358+02:00,1
dataset1,2022-07-07T10-50-49_000.wav,6.10314396028682,7.38830667402096,19406.25,64406.25,click,annotator1,2022-07-07T10:50:49.103+02:00,2022-07-07T10:50:50.388+02:00,1
dataset1,2022-07-07T10-50-50_000.wav,7.12906784335356,7.79646993932708,4359.375,57656.25,buzz,annotator1,2022-07-07T10:50:50.129+02:00,2022-07-07T10:50:50.796+02:00,1
dataset1,2022-07-07T10-50-43_000.wav,7.13458356315499,7.52068394925538,6046.875,65390.625,buzz,annotator2,2022-07-07T10:50:50.134+02:00,2022-07-07T10:50:50.520+02:00,1
dataset1,2022-07-07T10-51-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:51:53.000+02:00,2022-07-07T10:52:03.000+02:00,0
dataset1,2022-07-07T10-51-53_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:51:53.000+02:00,2022-07-07T10:52:03.000+02:00,0
dataset1,2022-07-07T10-52-01_000.wav,8.34252619966906,10.0,21515.625,55828.125,click,annotator1,2022-07-07T10:52:01.342+02:00,2022-07-07T10:52:03.000+02:00,1
dataset1,2022-07-07T10-51-53_000.wav,8.34804191947049,10.0,0,70734.375,click,annotator2,2022-07-07T10:52:01.348+02:00,2022-07-07T10:52:03.000+02:00,1
dataset1,2022-07-07T10-52-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:52:03.000+02:00,2022-07-07T10:52:13.000+02:00,0
dataset1,2022-07-07T10-52-03_000.wav,4.39327082184225,6.29067843353558,0,71578.125,click,annotator2,2022-07-07T10:52:07.393+02:00,2022-07-07T10:52:09.290+02:00,1
dataset1,2022-07-07T10-52-03_000.wav,8.07777164920022,9.93656922228351,0,72000.0,click,annotator2,2022-07-07T10:52:11.077+02:00,2022-07-07T10:52:12.936+02:00,1
dataset1,2022-07-07T10-52-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:52:13.000+02:00,2022-07-07T10:52:23.000+02:00,0
dataset1,2022-07-07T10-52-13_000.wav,6.66023166023166,8.75068946497518,0,71718.75,click,annotator2,2022-07-07T10:52:19.660+02:00,2022-07-07T10:52:21.750+02:00,1
dataset1,2022-07-07T10-52-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:52:33.000+02:00,2022-07-07T10:52:43.000+02:00,0
dataset1,2022-07-07T10-52-33_000.wav,0,3.87479316050745,3656.25,72000.0,click,annotator2,2022-07-07T10:52:33.000+02:00,2022-07-07T10:52:36.874+02:00,1
dataset1,2022-07-07T10-52-33_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:52:33.000+02:00,2022-07-07T10:52:43.000+02:00,0
dataset1,2022-07-07T10-52-33_000.wav,0,3.996138996139,22640.625,53156.25,click,annotator1,2022-07-07T10:52:33.000+02:00,2022-07-07T10:52:36.996+02:00,1
dataset1,2022-07-07T10-52-33_000.wav,4.74627688913403,9.96966354109211,0,71296.875,click,annotator2,2022-07-07T10:52:37.746+02:00,2022-07-07T10:52:42.969+02:00,1
dataset1,2022-07-07T10-52-41_000.wav,8.23221180364038,10.0,33046.875,39656.25,click,annotator1,2022-07-07T10:52:41.232+02:00,2022-07-07T10:52:43.000+02:00,1
dataset1,2022-07-07T10-52-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:52:43.000+02:00,2022-07-07T10:52:53.000+02:00,0
dataset1,2022-07-07T10-52-43_000.wav,0,9.95863210148924,1828.125,72000.0,click,annotator2,2022-07-07T10:52:43.000+02:00,2022-07-07T10:52:52.958+02:00,1
dataset1,2022-07-07T10-52-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:52:43.000+02:00,2022-07-07T10:52:53.000+02:00,0
dataset1,2022-07-07T10-52-43_000.wav,0.0854936569222284,9.05405405405405,32203.125,49078.125,click,annotator1,2022-07-07T10:52:43.085+02:00,2022-07-07T10:52:52.054+02:00,1
dataset1,2022-07-07T10-52-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:52:53.000+02:00,2022-07-07T10:53:03.000+02:00,0
dataset1,2022-07-07T10-52-53_000.wav,0,4.92829564258136,4640.625,72000.0,click,annotator2,2022-07-07T10:52:53.000+02:00,2022-07-07T10:52:57.928+02:00,1
dataset1,2022-07-07T10-52-53_000.wav,7.41588527302813,10.0,0,68625.0,click,annotator2,2022-07-07T10:53:00.415+02:00,2022-07-07T10:53:03.000+02:00,1
dataset1,2022-07-07T10-53-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:53:03.000+02:00,2022-07-07T10:53:13.000+02:00,0
dataset1,2022-07-07T10-53-03_000.wav,0,6.06453392167678,2671.875,72000.0,click,annotator2,2022-07-07T10:53:03.000+02:00,2022-07-07T10:53:09.064+02:00,1
dataset1,2022-07-07T10-53-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:53:03.000+02:00,2022-07-07T10:53:13.000+02:00,0
dataset1,2022-07-07T10-53-03_000.wav,0,6.98014340871484,18703.125,51187.5,click,annotator1,2022-07-07T10:53:03.000+02:00,2022-07-07T10:53:09.980+02:00,1
dataset1,2022-07-07T10-53-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:53:13.000+02:00,2022-07-07T10:53:23.000+02:00,0
dataset1,2022-07-07T10-53-13_000.wav,0,3.10259238830667,1125.0,72000.0,click,annotator2,2022-07-07T10:53:13.000+02:00,2022-07-07T10:53:16.102+02:00,1
dataset1,2022-07-07T10-53-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:53:13.000+02:00,2022-07-07T10:53:23.000+02:00,0
dataset1,2022-07-07T10-53-13_000.wav,0,8.67898510755654,34734.375,54984.375,click,annotator1,2022-07-07T10:53:13.000+02:00,2022-07-07T10:53:21.678+02:00,1
dataset1,2022-07-07T10-53-13_000.wav,3.49420849420849,7.87920573634859,0,71718.75,click,annotator2,2022-07-07T10:53:16.494+02:00,2022-07-07T10:53:20.879+02:00,1
dataset1,2022-07-07T10-53-33_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:53:33.000+02:00,2022-07-07T10:53:43.000+02:00,0
dataset1,2022-07-07T10-53-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:53:33.000+02:00,2022-07-07T10:53:43.000+02:00,0
dataset1,2022-07-07T10-53-33_000.wav,0,3.10810810810811,2390.625,72000.0,click,annotator2,2022-07-07T10:53:33.000+02:00,2022-07-07T10:53:36.108+02:00,1
dataset1,2022-07-07T10-53-33_000.wav,5.02206287920574,9.16988416988417,0,71578.125,click,annotator2,2022-07-07T10:53:38.022+02:00,2022-07-07T10:53:42.169+02:00,1
dataset1,2022-07-07T10-53-33_000.wav,8.51902923331495,9.53392167677882,1265.625,72000.0,buzz,annotator2,2022-07-07T10:53:41.519+02:00,2022-07-07T10:53:42.533+02:00,1
dataset1,2022-07-07T10-53-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:53:43.000+02:00,2022-07-07T10:53:53.000+02:00,0
dataset1,2022-07-07T10-53-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:53:43.000+02:00,2022-07-07T10:53:53.000+02:00,0
dataset1,2022-07-07T10-53-45_000.wav,2.09321566464424,8.33149476006619,27703.125,51046.875,click,annotator1,2022-07-07T10:53:45.093+02:00,2022-07-07T10:53:51.331+02:00,1
dataset1,2022-07-07T10-53-43_000.wav,2.1042471042471,8.01709873138445,0,71296.875,click,annotator2,2022-07-07T10:53:45.104+02:00,2022-07-07T10:53:51.017+02:00,1
dataset1,2022-07-07T10-53-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:53:53.000+02:00,2022-07-07T10:54:03.000+02:00,0
dataset1,2022-07-07T10-53-53_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:53:53.000+02:00,2022-07-07T10:54:03.000+02:00,0
dataset1,2022-07-07T10-53-53_000.wav,0.92388306674021,3.91891891891892,3093.75,72000.0,click,annotator2,2022-07-07T10:53:53.923+02:00,2022-07-07T10:53:56.918+02:00,1
dataset1,2022-07-07T10-53-53_000.wav,6.13072255929399,8.51902923331495,0,70453.125,click,annotator2,2022-07-07T10:53:59.130+02:00,2022-07-07T10:54:01.519+02:00,1
dataset1,2022-07-07T10-53-59_000.wav,6.49476006618864,8.85548814120243,18843.75,51750.0,click,annotator1,2022-07-07T10:53:59.494+02:00,2022-07-07T10:54:01.855+02:00,1
dataset1,2022-07-07T10-54-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:54:03.000+02:00,2022-07-07T10:54:13.000+02:00,0
dataset1,2022-07-07T10-54-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:54:03.000+02:00,2022-07-07T10:54:13.000+02:00,0
dataset1,2022-07-07T10-54-08_000.wav,5.08273579702151,9.30777716492002,19406.25,45000.0,click,annotator1,2022-07-07T10:54:08.082+02:00,2022-07-07T10:54:12.307+02:00,1
dataset1,2022-07-07T10-54-03_000.wav,5.9873138444567,8.61279646993933,0,71156.25,click,annotator2,2022-07-07T10:54:08.987+02:00,2022-07-07T10:54:11.612+02:00,1
dataset1,2022-07-07T10-54-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:54:13.000+02:00,2022-07-07T10:54:23.000+02:00,0
dataset1,2022-07-07T10-54-13_000.wav,0,4.11196911196911,984.375,72000.0,click,annotator2,2022-07-07T10:54:13.000+02:00,2022-07-07T10:54:17.111+02:00,1
dataset1,2022-07-07T10-54-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:54:13.000+02:00,2022-07-07T10:54:23.000+02:00,0
dataset1,2022-07-07T10-54-13_000.wav,0,3.96856039713183,24468.75,52312.5,click,annotator1,2022-07-07T10:54:13.000+02:00,2022-07-07T10:54:16.968+02:00,1
dataset1,2022-07-07T10-54-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:54:33.000+02:00,2022-07-07T10:54:43.000+02:00,0
dataset1,2022-07-07T10-54-33_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:54:33.000+02:00,2022-07-07T10:54:43.000+02:00,0
dataset1,2022-07-07T10-54-33_000.wav,0.19580805295091,9.96414782129068,27843.75,48234.375,click,annotator1,2022-07-07T10:54:33.195+02:00,2022-07-07T10:54:42.964+02:00,1
dataset1,2022-07-07T10-54-33_000.wav,1.24379481522339,10.0,0,71156.25,click,annotator2,2022-07-07T10:54:34.243+02:00,2022-07-07T10:54:43.000+02:00,1
dataset1,2022-07-07T10-54-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:54:43.000+02:00,2022-07-07T10:54:53.000+02:00,0
dataset1,2022-07-07T10-54-43_000.wav,0,1.90568119139548,843.75,72000.0,click,annotator2,2022-07-07T10:54:43.000+02:00,2022-07-07T10:54:44.905+02:00,1
dataset1,2022-07-07T10-54-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:54:43.000+02:00,2022-07-07T10:54:53.000+02:00,0
dataset1,2022-07-07T10-54-43_000.wav,0.102040816326531,9.4180915609487,31500.0,47812.5,click,annotator1,2022-07-07T10:54:43.102+02:00,2022-07-07T10:54:52.418+02:00,1
dataset1,2022-07-07T10-54-43_000.wav,4.2553778268064,10.0,0,71578.125,click,annotator2,2022-07-07T10:54:47.255+02:00,2022-07-07T10:54:53.000+02:00,1
dataset1,2022-07-07T10-54-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:54:53.000+02:00,2022-07-07T10:55:03.000+02:00,0
dataset1,2022-07-07T10-54-53_000.wav,4.46497517926089,8.51351351351351,0,71437.5,click,annotator2,2022-07-07T10:54:57.464+02:00,2022-07-07T10:55:01.513+02:00,1
dataset1,2022-07-07T10-55-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:55:03.000+02:00,2022-07-07T10:55:13.000+02:00,0
dataset1,2022-07-07T10-55-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:55:03.000+02:00,2022-07-07T10:55:13.000+02:00,0
dataset1,2022-07-07T10-55-03_000.wav,0.157198014340871,10.0,24468.75,49359.375,click,annotator1,2022-07-07T10:55:03.157+02:00,2022-07-07T10:55:13.000+02:00,1
dataset1,2022-07-07T10-55-03_000.wav,0.637065637065637,5.17098731384446,1546.875,72000.0,click,annotator2,2022-07-07T10:55:03.637+02:00,2022-07-07T10:55:08.170+02:00,1
dataset1,2022-07-07T10-55-03_000.wav,6.07556536127965,9.45670159955874,0,70453.125,click,annotator2,2022-07-07T10:55:09.075+02:00,2022-07-07T10:55:12.456+02:00,1
dataset1,2022-07-07T10-55-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:55:13.000+02:00,2022-07-07T10:55:23.000+02:00,0
dataset1,2022-07-07T10-55-13_000.wav,0,9.99724214009928,1687.5,72000.0,click,annotator2,2022-07-07T10:55:13.000+02:00,2022-07-07T10:55:22.997+02:00,1
dataset1,2022-07-07T10-55-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:55:13.000+02:00,2022-07-07T10:55:23.000+02:00,0
dataset1,2022-07-07T10-55-13_000.wav,0.206839492553778,9.60011031439603,31218.75,49218.75,click,annotator1,2022-07-07T10:55:13.206+02:00,2022-07-07T10:55:22.600+02:00,1
dataset1,2022-07-07T10-55-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:55:23.000+02:00,2022-07-07T10:55:33.000+02:00,0
dataset1,2022-07-07T10-55-23_000.wav,0,9.96414782129068,1828.125,72000.0,click,annotator2,2022-07-07T10:55:23.000+02:00,2022-07-07T10:55:32.964+02:00,1
dataset1,2022-07-07T10-55-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:55:33.000+02:00,2022-07-07T10:55:43.000+02:00,0
dataset1,2022-07-07T10-55-33_000.wav,0,1.69056811913955,1265.625,72000.0,click,annotator2,2022-07-07T10:55:33.000+02:00,2022-07-07T10:55:34.690+02:00,1
dataset1,2022-07-07T10-55-33_000.wav,2.68891340319912,6.46718146718147,0,70734.375,click,annotator2,2022-07-07T10:55:35.688+02:00,2022-07-07T10:55:39.467+02:00,1
