dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime,is_box,confidence_indicator_label,confidence_indicator_level,comments
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_19_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 19:40:00.000000+00:00,2024-02-24 19:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_19_40_00.wav,0.0,600.0,0.0,48000.0,Blackfish clicks,mmiche,2024-02-24 19:40:00.000000+00:00,2024-02-24 19:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_19_40_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 19:40:00.000000+00:00,2024-02-24 19:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_19_50_00.wav,0.0,600.0,0.0,48000.0,Blackfish clicks,mmiche,2024-02-24 19:50:00.000000+00:00,2024-02-24 20:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_19_50_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 19:50:00.000000+00:00,2024-02-24 20:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_19_50_00.wav,0.0,600.0,0.0,48000.0,Blackfish buzz,mmiche,2024-02-24 19:50:00.000000+00:00,2024-02-24 20:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:00:00.000000+00:00,2024-02-24 20:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_00_00.wav,0.0,600.0,0.0,48000.0,Blackfish buzz,mmiche,2024-02-24 20:00:00.000000+00:00,2024-02-24 20:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_00_00.wav,0.0,600.0,0.0,48000.0,Blackfish clicks,mmiche,2024-02-24 20:00:00.000000+00:00,2024-02-24 20:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_00_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:00:00.000000+00:00,2024-02-24 20:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:10:00.000000+00:00,2024-02-24 20:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_10_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:10:00.000000+00:00,2024-02-24 20:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_10_00.wav,0.0,600.0,0.0,48000.0,Buzzs Delphinidés,mmiche,2024-02-24 20:10:00.000000+00:00,2024-02-24 20:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_10_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-24 20:10:00.000000+00:00,2024-02-24 20:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:20:00.000000+00:00,2024-02-24 20:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_20_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-24 20:20:00.000000+00:00,2024-02-24 20:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_20_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:20:00.000000+00:00,2024-02-24 20:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_30_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:30:00.000000+00:00,2024-02-24 20:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_30_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-24 20:30:00.000000+00:00,2024-02-24 20:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:30:00.000000+00:00,2024-02-24 20:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_40_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:40:00.000000+00:00,2024-02-24 20:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_40_00.wav,0.0,600.0,0.0,48000.0,Buzzs Delphinidés,mmiche,2024-02-24 20:40:00.000000+00:00,2024-02-24 20:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:40:00.000000+00:00,2024-02-24 20:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_20_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 20:50:00.000000+00:00,2024-02-24 21:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_50_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 20:50:00.000000+00:00,2024-02-24 21:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_20_50_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-24 20:50:00.000000+00:00,2024-02-24 21:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_00_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 21:00:00.000000+00:00,2024-02-24 21:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:00:00.000000+00:00,2024-02-24 21:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:10:00.000000+00:00,2024-02-24 21:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_10_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 21:10:00.000000+00:00,2024-02-24 21:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_20_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 21:20:00.000000+00:00,2024-02-24 21:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:20:00.000000+00:00,2024-02-24 21:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_30_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 21:30:00.000000+00:00,2024-02-24 21:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:30:00.000000+00:00,2024-02-24 21:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_40_00.wav,0.0,600.0,0.0,48000.0,Blackfish whistles,mmiche,2024-02-24 21:40:00.000000+00:00,2024-02-24 21:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:40:00.000000+00:00,2024-02-24 21:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_21_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 21:50:00.000000+00:00,2024-02-24 22:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_21_50_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-24 21:50:00.000000+00:00,2024-02-24 22:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:00:00.000000+00:00,2024-02-24 22:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:10:00.000000+00:00,2024-02-24 22:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:20:00.000000+00:00,2024-02-24 22:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:30:00.000000+00:00,2024-02-24 22:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:40:00.000000+00:00,2024-02-24 22:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_22_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 22:50:00.000000+00:00,2024-02-24 23:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:00:00.000000+00:00,2024-02-24 23:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:10:00.000000+00:00,2024-02-24 23:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:20:00.000000+00:00,2024-02-24 23:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:30:00.000000+00:00,2024-02-24 23:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:40:00.000000+00:00,2024-02-24 23:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_24_23_40_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-24 23:40:00.000000+00:00,2024-02-24 23:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_24_23_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-24 23:50:00.000000+00:00,2024-02-25 00:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 00:00:00.000000+00:00,2024-02-25 00:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_00_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 00:20:00.000000+00:00,2024-02-25 00:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_00_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 00:30:00.000000+00:00,2024-02-25 00:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_00_40_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 00:40:00.000000+00:00,2024-02-25 00:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_00_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 00:40:00.000000+00:00,2024-02-25 00:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_00_50_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 00:50:00.000000+00:00,2024-02-25 01:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_01_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 01:00:00.000000+00:00,2024-02-25 01:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_01_10_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 01:10:00.000000+00:00,2024-02-25 01:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_01_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 01:20:00.000000+00:00,2024-02-25 01:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_01_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 01:30:00.000000+00:00,2024-02-25 01:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_02_00_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 02:00:00.000000+00:00,2024-02-25 02:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_02_10_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 02:10:00.000000+00:00,2024-02-25 02:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_02_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 02:20:00.000000+00:00,2024-02-25 02:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_02_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 02:30:00.000000+00:00,2024-02-25 02:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_03_40_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 03:40:00.000000+00:00,2024-02-25 03:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_04_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 04:20:00.000000+00:00,2024-02-25 04:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_04_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 04:30:00.000000+00:00,2024-02-25 04:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_04_40_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 04:40:00.000000+00:00,2024-02-25 04:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_05_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 05:20:00.000000+00:00,2024-02-25 05:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_05_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 05:30:00.000000+00:00,2024-02-25 05:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 05:30:00.000000+00:00,2024-02-25 05:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 05:40:00.000000+00:00,2024-02-25 05:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_05_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 05:50:00.000000+00:00,2024-02-25 06:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_06_00_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 06:00:00.000000+00:00,2024-02-25 06:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 06:00:00.000000+00:00,2024-02-25 06:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 06:10:00.000000+00:00,2024-02-25 06:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_06_10_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 06:10:00.000000+00:00,2024-02-25 06:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 06:20:00.000000+00:00,2024-02-25 06:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_06_20_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 06:20:00.000000+00:00,2024-02-25 06:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 06:30:00.000000+00:00,2024-02-25 06:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_06_30_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 06:30:00.000000+00:00,2024-02-25 06:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_06_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 06:50:00.000000+00:00,2024-02-25 07:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 07:40:00.000000+00:00,2024-02-25 07:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_07_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 07:50:00.000000+00:00,2024-02-25 08:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_08_50_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-25 08:50:00.000000+00:00,2024-02-25 09:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_08_50_00.wav,15.9680088251517,72.0628792057364,6093.0,47062.0,Delphinids clics,mmiche,2024-02-25 08:50:15.968000+00:00,2024-02-25 08:51:12.062000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_10_40_00.wav,0.0,600.0,0.0,48000.0,Sperm_Whale,mmiche,2024-02-25 10:40:00.000000+00:00,2024-02-25 10:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 10:40:00.000000+00:00,2024-02-25 10:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_10_40_00.wav,193.022614451186,231.205184776613,0.0,14343.0,Sperm_Whale,mmiche,2024-02-25 10:43:13.022000+00:00,2024-02-25 10:43:51.205000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_10_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 10:50:00.000000+00:00,2024-02-25 11:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_14_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 14:10:00.000000+00:00,2024-02-25 14:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_14_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 14:20:00.000000+00:00,2024-02-25 14:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_14_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 14:30:00.000000+00:00,2024-02-25 14:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_14_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 14:40:00.000000+00:00,2024-02-25 14:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_14_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 14:50:00.000000+00:00,2024-02-25 15:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_00_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-25 15:00:00.000000+00:00,2024-02-25 15:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_15_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 15:00:00.000000+00:00,2024-02-25 15:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_00_00.wav,211.338251516823,244.970353006067,22312.0,39562.0,Delphinids clics,mmiche,2024-02-25 15:03:31.338000+00:00,2024-02-25 15:04:04.970000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_00_00.wav,258.714837286266,269.594594594595,21750.0,40781.0,Delphinids clics,mmiche,2024-02-25 15:04:18.714000+00:00,2024-02-25 15:04:29.594000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_00_00.wav,455.72945394374,523.738279095422,20718.0,38531.0,Delphinids clics,mmiche,2024-02-25 15:07:35.729000+00:00,2024-02-25 15:08:43.738000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_15_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 15:10:00.000000+00:00,2024-02-25 15:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_10_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-25 15:10:00.000000+00:00,2024-02-25 15:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_10_00.wav,36.238279095422,596.525096525097,20343.0,40312.0,Delphinids clics,mmiche,2024-02-25 15:10:36.238000+00:00,2024-02-25 15:19:56.525000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_20_00.wav,0.0,600.0,0.0,48000.0,Delphinids clics,mmiche,2024-02-25 15:20:00.000000+00:00,2024-02-25 15:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_96000),2024_02_25_15_20_00.wav,15.7198014340871,581.632653061224,20812.0,39937.0,Delphinids clics,mmiche,2024-02-25 15:20:15.719000+00:00,2024-02-25 15:29:41.632000+00:00,1,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_15_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 15:50:00.000000+00:00,2024-02-25 16:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_16_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 16:00:00.000000+00:00,2024-02-25 16:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_16_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 16:10:00.000000+00:00,2024-02-25 16:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_25_16_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,jbeesa,2024-02-25 16:20:00.000000+00:00,2024-02-25 16:30:00.000000+00:00,0,Sure,01-janv,
